time,irradation,temperature,wind_speed,power_generation
2020-12-31T23:00:00.000Z,0,0.0002,0,-0.2014
2021-01-01T00:00:00.000Z,0,6.7399,6.56,-0.2014
2021-01-01T01:00:00.000Z,0,6.26,6.33,-0.2014
2021-01-01T02:00:00.000Z,0,5.7801,6.09,-0.2014
2021-01-01T03:00:00.000Z,0,5.3001,5.8501,-0.2014
2021-01-01T04:00:00.000Z,0,4.8202,5.6099,-0.2014
2021-01-01T05:00:00.000Z,0,4.3398,5.37,-0.2014
2021-01-01T06:00:00.000Z,0,3.8598,5.13,-0.2014
2021-01-01T07:00:00.000Z,0,3.3799,4.8901,-0.2014
2021-01-01T08:00:00.000Z,0,4.8302,5.9,-0.2014
2021-01-01T09:00:00.000Z,87,5.1201,5.9999,2868
2021-01-01T10:00:00.000Z,113,5.41,6.0999,3554.4
2021-01-01T11:00:00.000Z,47.996,5.6998,6.19,1401.6
2021-01-01T12:00:00.000Z,136,5.7199,6.4801,4260.7
2021-01-01T13:00:00.000Z,109,5.7299,6.7701,3402.5
2021-01-01T14:00:00.000Z,54.994,5.75,7.0599,1670.3
2021-01-01T15:00:00.000Z,0,5.8598,7.3401,-0.2014
2021-01-01T16:00:00.000Z,0,5.9802,7.6099,-0.2014
2021-01-01T17:00:00.000Z,0,6.1,7.8901,-0.2014
2021-01-01T18:00:00.000Z,0,6.26,8.2401,-0.2014
2021-01-01T19:00:00.000Z,0,6.42,8.5899,-0.2014
2021-01-01T20:00:00.000Z,0,6.58,8.9399,-0.2014
2021-01-01T21:00:00.000Z,0,6.6998,9.3699,-0.2014
2021-01-01T22:00:00.000Z,0,6.8302,9.7901,-0.2014
2021-01-01T23:00:00.000Z,0,6.9501,10.22,-0.2014
2021-01-02T00:00:00.000Z,0,7.4501,10.16,-0.2014
2021-01-02T01:00:00.000Z,0,7.94,10.09,-0.2014
2021-01-02T02:00:00.000Z,0,8.43,10.03,-0.2014
2021-01-02T03:00:00.000Z,0,8.7901,10.06,-0.2014
2021-01-02T04:00:00.000Z,0,9.1401,10.1,-0.2014
2021-01-02T05:00:00.000Z,0,9.4902,10.14,-0.2014
2021-01-02T06:00:00.000Z,0,8.8899,9.9399,-0.2014
2021-01-02T07:00:00.000Z,0,8.2901,9.7301,-0.2014
2021-01-02T08:00:00.000Z,0,7.6798,9.5299,-0.2014
2021-01-02T09:00:00.000Z,102,7.5699,9.3001,3283
2021-01-02T10:00:00.000Z,179,7.4601,9.07,5540.8
2021-01-02T11:00:00.000Z,211,7.3402,8.84,6564.4
2021-01-02T12:00:00.000Z,167,7.2199,8.8301,5220.4
2021-01-02T13:00:00.000Z,166,7.09,8.82,5048.4
2021-01-02T14:00:00.000Z,93.998,6.9601,8.8101,2974.1
2021-01-02T15:00:00.000Z,0,6.8498,8.7901,-0.2014
2021-01-02T16:00:00.000Z,0,6.7399,8.7701,-0.2014
2021-01-02T17:00:00.000Z,0,6.6301,8.74,-0.2014
2021-01-02T18:00:00.000Z,0,6.5098,8.6099,-0.2014
2021-01-02T19:00:00.000Z,0,6.3999,8.4699,-0.2014
2021-01-02T20:00:00.000Z,0,6.2901,8.33,-0.2014
2021-01-02T21:00:00.000Z,0,6.2199,7.7101,-0.2014
2021-01-02T22:00:00.000Z,0,6.1502,7.0999,-0.2014
2021-01-02T23:00:00.000Z,0,6.08,6.4801,-0.2014
2021-01-03T00:00:00.000Z,0,6.0499,6.27,-0.2014
2021-01-03T01:00:00.000Z,0,6.0198,6.0599,-0.2014
2021-01-03T02:00:00.000Z,0,5.9802,5.8501,-0.2014
2021-01-03T03:00:00.000Z,0,5.91,6.1399,-0.2014
2021-01-03T04:00:00.000Z,0,5.8302,6.43,-0.2014
2021-01-03T05:00:00.000Z,0,5.75,6.72,-0.2014
2021-01-03T06:00:00.000Z,0,5.6301,6.8701,-0.2014
2021-01-03T07:00:00.000Z,0,5.5098,7.0199,-0.2014
2021-01-03T08:00:00.000Z,0,5.3899,7.17,-0.2014
2021-01-03T09:00:00.000Z,35.003,5.1898,6.43,979.53
2021-01-03T10:00:00.000Z,35.003,4.9902,5.6899,979.29
2021-01-03T11:00:00.000Z,109,4.7801,4.9501,3391.1
2021-01-03T12:00:00.000Z,89.997,4.6,4.6099,2759.8
2021-01-03T13:00:00.000Z,97.998,4.42,4.2599,3035.6
2021-01-03T14:00:00.000Z,38.001,4.24,3.92,1088.5
2021-01-03T15:00:00.000Z,0,4.4501,3.94,-0.2014
2021-01-03T16:00:00.000Z,0,4.6602,3.9501,-0.2014
2021-01-03T17:00:00.000Z,0,4.8699,3.9701,-0.2014
2021-01-03T18:00:00.000Z,0,5.0399,4.45,-0.2014
2021-01-03T19:00:00.000Z,0,5.2099,4.92,-0.2014
2021-01-03T20:00:00.000Z,0,5.3799,5.39,-0.2014
2021-01-03T21:00:00.000Z,0,5.41,5.5401,-0.2014
2021-01-03T22:00:00.000Z,0,5.43,5.68,-0.2014
2021-01-03T23:00:00.000Z,0,5.4601,5.82,-0.2014
2021-01-04T00:00:00.000Z,0,5.5098,5.96,-0.2014
2021-01-04T01:00:00.000Z,0,5.5599,6.0999,-0.2014
2021-01-04T02:00:00.000Z,0,5.6,6.23,-0.2014
2021-01-04T03:00:00.000Z,0,5.5399,6.11,-0.2014
2021-01-04T04:00:00.000Z,0,5.4802,5.9901,-0.2014
2021-01-04T05:00:00.000Z,0,5.41,5.86,-0.2014
2021-01-04T06:00:00.000Z,0,5.4902,5.4801,-0.2014
2021-01-04T07:00:00.000Z,0,5.5699,5.09,-0.2014
2021-01-04T08:00:00.000Z,0,5.6502,4.7,-0.2014
2021-01-04T09:00:00.000Z,102,6.0298,4.5401,3304.6
2021-01-04T10:00:00.000Z,125,6.41,4.37,3890.4
2021-01-04T11:00:00.000Z,207,6.7901,4.21,6440.5
2021-01-04T12:00:00.000Z,224,6.44,4.0301,6951.3
2021-01-04T13:00:00.000Z,178,6.08,3.8501,5408.8
2021-01-04T14:00:00.000Z,102,5.7199,3.6699,3197.9
2021-01-04T15:00:00.000Z,0,5.3302,3.45,-0.2014
2021-01-04T16:00:00.000Z,0,4.94,3.23,-0.2014
2021-01-04T17:00:00.000Z,0,4.5599,3.0101,-0.2014
2021-01-04T18:00:00.000Z,0,4.3899,3.1999,-0.2014
2021-01-04T19:00:00.000Z,0,4.2199,3.39,-0.2014
2021-01-04T20:00:00.000Z,0,4.0599,3.5899,-0.2014
2021-01-04T21:00:00.000Z,0,4.0198,3.7899,-0.2014
2021-01-04T22:00:00.000Z,0,3.9701,4,-0.2014
2021-01-04T23:00:00.000Z,0,3.93,4.21,-0.2014
2021-01-05T00:00:00.000Z,0,3.8699,4.3401,-0.2014
2021-01-05T01:00:00.000Z,0,3.8101,4.4601,-0.2014
2021-01-05T02:00:00.000Z,0,3.74,4.5899,-0.2014
2021-01-05T03:00:00.000Z,0,3.8101,4.47,-0.2014
2021-01-05T04:00:00.000Z,0,3.8799,4.3401,-0.2014
2021-01-05T05:00:00.000Z,0,3.9501,4.2199,-0.2014
2021-01-05T06:00:00.000Z,0,4.1401,4.4801,-0.2014
2021-01-05T07:00:00.000Z,0,4.3202,4.74,-0.2014
2021-01-05T08:00:00.000Z,0,4.5002,4.9901,-0.2014
2021-01-05T09:00:00.000Z,80.002,4.8699,4.7,2594.1
2021-01-05T10:00:00.000Z,139,5.24,4.41,4381
2021-01-05T11:00:00.000Z,88.993,5.6101,4.1199,2716.9
2021-01-05T12:00:00.000Z,51.006,5.5499,3.94,1498.8
2021-01-05T13:00:00.000Z,17.997,5.4802,3.7699,405.82
2021-01-05T14:00:00.000Z,21.997,5.42,3.5899,532.05
2021-01-05T15:00:00.000Z,1.0036,5.4501,3.6699,-0.2014
2021-01-05T16:00:00.000Z,0,5.4802,3.7499,-0.2014
2021-01-05T17:00:00.000Z,0,5.5198,3.8299,-0.2014
2021-01-05T18:00:00.000Z,0,5.4902,3.92,-0.2014
2021-01-05T19:00:00.000Z,0,5.4601,4.0101,-0.2014
2021-01-05T20:00:00.000Z,0,5.44,4.0999,-0.2014
2021-01-05T21:00:00.000Z,0,5.44,3.86,-0.2014
2021-01-05T22:00:00.000Z,0,5.43,3.6299,-0.2014
2021-01-05T23:00:00.000Z,0,5.43,3.39,-0.2014
2021-01-06T00:00:00.000Z,0,4.9902,3.4001,-0.2014
2021-01-06T01:00:00.000Z,0,4.5399,3.4001,-0.2014
2021-01-06T02:00:00.000Z,0,4.09,3.41,-0.2014
2021-01-06T03:00:00.000Z,0,3.7801,3.5801,-0.2014
2021-01-06T04:00:00.000Z,0,3.4701,3.7499,-0.2014
2021-01-06T05:00:00.000Z,0,3.1602,3.92,-0.2014
2021-01-06T06:00:00.000Z,0,2.9401,4.0301,-0.2014
2021-01-06T07:00:00.000Z,0,2.7199,4.15,-0.2014
2021-01-06T08:00:00.000Z,0,2.5002,4.2599,-0.2014
2021-01-06T09:00:00.000Z,87,2.6898,3.98,2907.3
2021-01-06T10:00:00.000Z,149.99,2.8799,3.6899,4747.9
2021-01-06T11:00:00.000Z,176.01,3.0599,3.41,5588.2
2021-01-06T12:00:00.000Z,155,3.1201,3.5001,4905.3
2021-01-06T13:00:00.000Z,130.99,3.1702,3.5899,4075.2
2021-01-06T14:00:00.000Z,85.996,3.2299,3.68,2733.8
2021-01-06T15:00:00.000Z,2.9971,3.76,3.94,-0.2014
2021-01-06T16:00:00.000Z,0,4.2901,4.1999,-0.2014
2021-01-06T17:00:00.000Z,0,4.8302,4.4601,-0.2014
2021-01-06T18:00:00.000Z,0,5.3302,4.6299,-0.2014
2021-01-06T19:00:00.000Z,0,5.8302,4.8,-0.2014
2021-01-06T20:00:00.000Z,0,6.3302,4.9701,-0.2014
2021-01-06T21:00:00.000Z,0,6.2901,4.5899,-0.2014
2021-01-06T22:00:00.000Z,0,6.25,4.2199,-0.2014
2021-01-06T23:00:00.000Z,0,6.2099,3.8501,-0.2014
2021-01-07T00:00:00.000Z,0,5.9501,3.7,-0.2014
2021-01-07T01:00:00.000Z,0,5.6798,3.5401,-0.2014
2021-01-07T02:00:00.000Z,0,5.41,3.39,-0.2014
2021-01-07T03:00:00.000Z,0,5.1602,3.3599,-0.2014
2021-01-07T04:00:00.000Z,0,4.91,3.3199,-0.2014
2021-01-07T05:00:00.000Z,0,4.6502,3.2799,-0.2014
2021-01-07T06:00:00.000Z,0,4.6201,3.5601,-0.2014
2021-01-07T07:00:00.000Z,0,4.59,3.84,-0.2014
2021-01-07T08:00:00.000Z,0,4.5499,4.1199,-0.2014
2021-01-07T09:00:00.000Z,106,5.0599,4.53,3439.5
2021-01-07T10:00:00.000Z,179,5.5599,4.94,5619.6
2021-01-07T11:00:00.000Z,226,6.0599,5.35,7062.9
2021-01-07T12:00:00.000Z,145,5.9802,5.43,4551.5
2021-01-07T13:00:00.000Z,187.01,5.8999,5.5001,5656.1
2021-01-07T14:00:00.000Z,85.996,5.8202,5.5699,2688
2021-01-07T15:00:00.000Z,8.0016,5.58,5.8501,42.352
2021-01-07T16:00:00.000Z,0,5.3402,6.13,-0.2014
2021-01-07T17:00:00.000Z,0,5.1,6.41,-0.2014
2021-01-07T18:00:00.000Z,0,5.0198,6.82,-0.2014
2021-01-07T19:00:00.000Z,0,4.9501,7.23,-0.2014
2021-01-07T20:00:00.000Z,0,4.8799,7.64,-0.2014
2021-01-07T21:00:00.000Z,0,4.9701,7.78,-0.2014
2021-01-07T22:00:00.000Z,0,5.0699,7.9199,-0.2014
2021-01-07T23:00:00.000Z,0,5.1602,8.0599,-0.2014
2021-01-08T00:00:00.000Z,0,5.59,8.0999,-0.2014
2021-01-08T01:00:00.000Z,0,6.0098,8.1399,-0.2014
2021-01-08T02:00:00.000Z,0,6.43,8.1801,-0.2014
2021-01-08T03:00:00.000Z,0,6.8899,8.13,-0.2014
2021-01-08T04:00:00.000Z,0,7.3498,8.09,-0.2014
2021-01-08T05:00:00.000Z,0,7.8001,8.0399,-0.2014
2021-01-08T06:00:00.000Z,0,7.9902,7.8701,-0.2014
2021-01-08T07:00:00.000Z,0,8.1798,7.7,-0.2014
2021-01-08T08:00:00.000Z,0,8.3698,7.5299,-0.2014
2021-01-08T09:00:00.000Z,13.996,8.27,7.0799,262.16
2021-01-08T10:00:00.000Z,43.995,8.1702,6.62,1259.1
2021-01-08T11:00:00.000Z,96.005,8.0599,6.17,2914.3
2021-01-08T12:00:00.000Z,59.998,7.4902,6.1599,1773
2021-01-08T13:00:00.000Z,25.998,6.91,6.1599,668.26
2021-01-08T14:00:00.000Z,14.999,6.3402,6.15,298.97
2021-01-08T15:00:00.000Z,2.9971,6.3302,5.96,-0.2014
2021-01-08T16:00:00.000Z,0,6.3202,5.7701,-0.2014
2021-01-08T17:00:00.000Z,0,6.3202,5.5899,-0.2014
2021-01-08T18:00:00.000Z,0,6.2801,5.68,-0.2014
2021-01-08T19:00:00.000Z,0,6.2399,5.78,-0.2014
2021-01-08T20:00:00.000Z,0,6.2099,5.88,-0.2014
2021-01-08T21:00:00.000Z,0,6.1201,5.9,-0.2014
2021-01-08T22:00:00.000Z,0,6.0399,5.9301,-0.2014
2021-01-08T23:00:00.000Z,0,5.9501,5.96,-0.2014
2021-01-09T00:00:00.000Z,0,6.3101,6.9101,-0.2014
2021-01-09T01:00:00.000Z,0,6.6702,7.8501,-0.2014
2021-01-09T02:00:00.000Z,0,7.0298,8.8,-0.2014
2021-01-09T03:00:00.000Z,0,7.3302,9.93,-0.2014
2021-01-09T04:00:00.000Z,0,7.6301,11.06,-0.2014
2021-01-09T05:00:00.000Z,0,7.93,12.19,-0.2014
2021-01-09T06:00:00.000Z,0,8.3302,12.1,-0.2014
2021-01-09T07:00:00.000Z,0,8.7199,12.01,-0.2014
2021-01-09T08:00:00.000Z,0,9.11,11.92,-0.2014
2021-01-09T09:00:00.000Z,29.999,9.2901,11.31,788.86
2021-01-09T10:00:00.000Z,54.004,9.4701,10.7,1569.2
2021-01-09T11:00:00.000Z,66.996,9.6401,10.1,1979
2021-01-09T12:00:00.000Z,115.01,9.2299,9.62,3529.5
2021-01-09T13:00:00.000Z,74.997,8.8101,9.15,2239.2
2021-01-09T14:00:00.000Z,34,8.3899,8.68,928.29
2021-01-09T15:00:00.000Z,2.9971,7.9902,8.23,-0.2014
2021-01-09T16:00:00.000Z,0,7.6,7.7901,-0.2014
2021-01-09T17:00:00.000Z,0,7.2099,7.35,-0.2014
2021-01-09T18:00:00.000Z,0,7.8498,8.48,-0.2014
2021-01-09T19:00:00.000Z,0,8.5002,9.6,-0.2014
2021-01-09T20:00:00.000Z,0,9.1501,10.73,-0.2014
2021-01-09T21:00:00.000Z,0,9.7299,10.87,-0.2014
2021-01-09T22:00:00.000Z,0,10.32,11.02,-0.2014
2021-01-09T23:00:00.000Z,0,10.9,11.16,-0.2014
2021-01-10T00:00:00.000Z,0,10.74,11.15,-0.2014
2021-01-10T01:00:00.000Z,0,10.58,11.15,-0.2014
2021-01-10T02:00:00.000Z,0,10.41,11.14,-0.2014
2021-01-10T03:00:00.000Z,0,10.06,11.27,-0.2014
2021-01-10T04:00:00.000Z,0,9.6998,11.39,-0.2014
2021-01-10T05:00:00.000Z,0,9.3402,11.52,-0.2014
2021-01-10T06:00:00.000Z,0,9.3001,11.77,-0.2014
2021-01-10T07:00:00.000Z,0,9.26,12.01,-0.2014
2021-01-10T08:00:00.000Z,0,9.2099,12.26,-0.2014
2021-01-10T09:00:00.000Z,35.993,9.1702,12.24,993.64
2021-01-10T10:00:00.000Z,57.001,9.1301,12.23,1666.3
2021-01-10T11:00:00.000Z,23.001,9.09,12.21,562.35
2021-01-10T12:00:00.000Z,138.01,8.26,11.79,4264.2
2021-01-10T13:00:00.000Z,17.007,7.42,11.37,369.24
2021-01-10T14:00:00.000Z,62.995,6.58,10.95,1905.3
2021-01-10T15:00:00.000Z,10.999,6.3799,10.8,153.31
2021-01-10T16:00:00.000Z,0,6.1898,10.64,-0.2014
2021-01-10T17:00:00.000Z,0,6.0002,10.48,-0.2014
2021-01-10T18:00:00.000Z,0,5.7901,10.11,-0.2014
2021-01-10T19:00:00.000Z,0,5.58,9.7501,-0.2014
2021-01-10T20:00:00.000Z,0,5.3699,9.3801,-0.2014
2021-01-10T21:00:00.000Z,0,5.26,9.07,-0.2014
2021-01-10T22:00:00.000Z,0,5.1401,8.7501,-0.2014
2021-01-10T23:00:00.000Z,0,5.0298,8.44,-0.2014
2021-01-11T00:00:00.000Z,0,4.94,8.5099,-0.2014
2021-01-11T01:00:00.000Z,0,4.8498,8.5899,-0.2014
2021-01-11T02:00:00.000Z,0,4.75,8.66,-0.2014
2021-01-11T03:00:00.000Z,0,4.6401,9.09,-0.2014
2021-01-11T04:00:00.000Z,0,4.5298,9.5299,-0.2014
2021-01-11T05:00:00.000Z,0,4.42,9.9599,-0.2014
2021-01-11T06:00:00.000Z,0,4.5098,10.16,-0.2014
2021-01-11T07:00:00.000Z,0,4.59,10.36,-0.2014
2021-01-11T08:00:00.000Z,1.0036,4.6702,10.57,-20.201
2021-01-11T09:00:00.000Z,97.998,5.0599,10.15,3208.9
2021-01-11T10:00:00.000Z,179.99,5.4501,9.74,5646.1
2021-01-11T11:00:00.000Z,192,5.8302,9.3201,6044.9
2021-01-11T12:00:00.000Z,88.993,5.8302,9.7101,2716.7
2021-01-11T13:00:00.000Z,192,5.8202,10.1,5823.9
2021-01-11T14:00:00.000Z,63.999,5.8202,10.48,1942.3
2021-01-11T15:00:00.000Z,12.002,6.0002,10.3,198.11
2021-01-11T16:00:00.000Z,0,6.1798,10.12,-0.2014
2021-01-11T17:00:00.000Z,0,6.3598,9.9399,-0.2014
2021-01-11T18:00:00.000Z,0,6.41,9.56,-0.2014
2021-01-11T19:00:00.000Z,0,6.4601,9.17,-0.2014
2021-01-11T20:00:00.000Z,0,6.5198,8.7901,-0.2014
2021-01-11T21:00:00.000Z,0,6.61,8.72,-0.2014
2021-01-11T22:00:00.000Z,0,6.7099,8.66,-0.2014
2021-01-11T23:00:00.000Z,0,6.8001,8.5899,-0.2014
2021-01-12T00:00:00.000Z,0,6.8101,8.6901,-0.2014
2021-01-12T01:00:00.000Z,0,6.8202,8.8,-0.2014
2021-01-12T02:00:00.000Z,0,6.8302,8.8999,-0.2014
2021-01-12T03:00:00.000Z,0,6.8899,9.11,-0.2014
2021-01-12T04:00:00.000Z,0,6.9501,9.33,-0.2014
2021-01-12T05:00:00.000Z,0,7.0002,9.54,-0.2014
2021-01-12T06:00:00.000Z,0,7.1702,9.5499,-0.2014
2021-01-12T07:00:00.000Z,0,7.3302,9.5499,-0.2014
2021-01-12T08:00:00.000Z,2.9971,7.4902,9.56,-0.2014
2021-01-12T09:00:00.000Z,27.002,7.75,10.01,693.05
2021-01-12T10:00:00.000Z,23.001,8.0102,10.47,564.93
2021-01-12T11:00:00.000Z,29.999,8.27,10.92,797.52
2021-01-12T12:00:00.000Z,40.998,8.3498,11.03,1162.5
2021-01-12T13:00:00.000Z,38.001,8.42,11.13,1064.4
2021-01-12T14:00:00.000Z,40.998,8.5002,11.23,1162.6
2021-01-12T15:00:00.000Z,9.0052,8.5102,10.99,72.437
2021-01-12T16:00:00.000Z,0,8.5298,10.75,-0.2014
2021-01-12T17:00:00.000Z,0,8.5499,10.51,-0.2014
2021-01-12T18:00:00.000Z,0,8.3799,9.8199,-0.2014
2021-01-12T19:00:00.000Z,0,8.2099,9.1201,-0.2014
2021-01-12T20:00:00.000Z,0,8.0499,8.4299,-0.2014
2021-01-12T21:00:00.000Z,0,8.1401,8.3001,-0.2014
2021-01-12T22:00:00.000Z,0,8.2299,8.1801,-0.2014
2021-01-12T23:00:00.000Z,0,8.3202,8.0599,-0.2014
2021-01-13T00:00:00.000Z,0,8.5198,8.52,-0.2014
2021-01-13T01:00:00.000Z,0,8.7099,8.9799,-0.2014
2021-01-13T02:00:00.000Z,0,8.8999,9.4499,-0.2014
2021-01-13T03:00:00.000Z,0,8.8498,9.17,-0.2014
2021-01-13T04:00:00.000Z,0,8.8001,8.8999,-0.2014
2021-01-13T05:00:00.000Z,0,8.7399,8.62,-0.2014
2021-01-13T06:00:00.000Z,0,8.5699,7.8101,-0.2014
2021-01-13T07:00:00.000Z,0,8.3899,6.9999,-0.2014
2021-01-13T08:00:00.000Z,1.9935,8.2099,6.19,-0.2014
2021-01-13T09:00:00.000Z,9.9951,7.9601,6.1199,127.17
2021-01-13T10:00:00.000Z,43.995,7.7099,6.0599,1261.7
2021-01-13T11:00:00.000Z,54.004,7.4601,5.9901,1582.4
2021-01-13T12:00:00.000Z,87,7.25,5.9799,2638
2021-01-13T13:00:00.000Z,88.993,7.0298,5.9701,2700.9
2021-01-13T14:00:00.000Z,13.006,6.8202,5.96,234.64
2021-01-13T15:00:00.000Z,6.9979,6.7199,7.05,12.764
2021-01-13T16:00:00.000Z,0,6.6201,8.1399,-0.2014
2021-01-13T17:00:00.000Z,0,6.5198,9.23,-0.2014
2021-01-13T18:00:00.000Z,0,6.2099,8.7,-0.2014
2021-01-13T19:00:00.000Z,0,5.8999,8.17,-0.2014
2021-01-13T20:00:00.000Z,0,5.59,7.64,-0.2014
2021-01-13T21:00:00.000Z,0,5.5298,7.1399,-0.2014
2021-01-13T22:00:00.000Z,0,5.4701,6.64,-0.2014
2021-01-13T23:00:00.000Z,0,5.41,6.1399,-0.2014
2021-01-14T00:00:00.000Z,0,5.3202,6.4601,-0.2014
2021-01-14T01:00:00.000Z,0,5.2199,6.78,-0.2014
2021-01-14T02:00:00.000Z,0,5.1201,7.0999,-0.2014
2021-01-14T03:00:00.000Z,0,5.1101,7.64,-0.2014
2021-01-14T04:00:00.000Z,0,5.1,8.17,-0.2014
2021-01-14T05:00:00.000Z,0,5.09,8.7,-0.2014
2021-01-14T06:00:00.000Z,0,5.0298,7.8501,-0.2014
2021-01-14T07:00:00.000Z,0,4.9701,6.9999,-0.2014
2021-01-14T08:00:00.000Z,8.0016,4.91,6.15,62.26
2021-01-14T09:00:00.000Z,48.999,4.5002,6.23,1457.4
2021-01-14T10:00:00.000Z,17.997,4.09,6.31,409.06
2021-01-14T11:00:00.000Z,104.01,3.6798,6.39,3223.6
2021-01-14T12:00:00.000Z,21.997,3.6502,6.56,544.65
2021-01-14T13:00:00.000Z,111,3.6201,6.7301,3455.2
2021-01-14T14:00:00.000Z,72,3.59,6.9,2208.2
2021-01-14T15:00:00.000Z,29.999,3.8101,6.27,996.92
2021-01-14T16:00:00.000Z,0,4.0298,5.6499,-0.2014
2021-01-14T17:00:00.000Z,0,4.26,5.0199,-0.2014
2021-01-14T18:00:00.000Z,0,4.2299,5.41,-0.2014
2021-01-14T19:00:00.000Z,0,4.2099,5.8,-0.2014
2021-01-14T20:00:00.000Z,0,4.1898,6.19,-0.2014
2021-01-14T21:00:00.000Z,0,4.3398,6.9,-0.2014
2021-01-14T22:00:00.000Z,0,4.5002,7.6,-0.2014
2021-01-14T23:00:00.000Z,0,4.6502,8.3001,-0.2014
2021-01-15T00:00:00.000Z,0,5.43,8.8599,-0.2014
2021-01-15T01:00:00.000Z,0,6.1998,9.4299,-0.2014
2021-01-15T02:00:00.000Z,0,6.9701,9.99,-0.2014
2021-01-15T03:00:00.000Z,0,7.3402,10.39,-0.2014
2021-01-15T04:00:00.000Z,0,7.6998,10.8,-0.2014
2021-01-15T05:00:00.000Z,0,8.0599,11.2,-0.2014
2021-01-15T06:00:00.000Z,0,8.2399,11.33,-0.2014
2021-01-15T07:00:00.000Z,0,8.42,11.47,-0.2014
2021-01-15T08:00:00.000Z,2.9971,8.59,11.6,-0.2014
2021-01-15T09:00:00.000Z,47.996,8.5599,10.6,1399.3
2021-01-15T10:00:00.000Z,17.997,8.5198,9.6,399.01
2021-01-15T11:00:00.000Z,46.002,8.4801,8.5899,1322.4
2021-01-15T12:00:00.000Z,48.999,8.3001,8.0399,1418.6
2021-01-15T13:00:00.000Z,82.999,8.11,7.48,2499.2
2021-01-15T14:00:00.000Z,46.002,7.92,6.92,1327.9
2021-01-15T15:00:00.000Z,12.002,7.8302,7.66,178.42
2021-01-15T16:00:00.000Z,0,7.75,8.4001,-0.2014
2021-01-15T17:00:00.000Z,0,7.6702,9.13,-0.2014
2021-01-15T18:00:00.000Z,0,7.27,9.23,-0.2014
2021-01-15T19:00:00.000Z,0,6.8799,9.33,-0.2014
2021-01-15T20:00:00.000Z,0,6.4902,9.4299,-0.2014
2021-01-15T21:00:00.000Z,0,6.4801,9.7501,-0.2014
2021-01-15T22:00:00.000Z,0,6.4801,10.06,-0.2014
2021-01-15T23:00:00.000Z,0,6.4701,10.37,-0.2014
2021-01-16T00:00:00.000Z,0,6.58,9.8999,-0.2014
2021-01-16T01:00:00.000Z,0,6.6898,9.4299,-0.2014
2021-01-16T02:00:00.000Z,0,6.7901,8.95,-0.2014
2021-01-16T03:00:00.000Z,0,6.6502,8.4001,-0.2014
2021-01-16T04:00:00.000Z,0,6.5098,7.86,-0.2014
2021-01-16T05:00:00.000Z,0,6.3698,7.31,-0.2014
2021-01-16T06:00:00.000Z,0,6.3101,7.1399,-0.2014
2021-01-16T07:00:00.000Z,0,6.2399,6.9599,-0.2014
2021-01-16T08:00:00.000Z,20.994,6.1702,6.7901,689.11
2021-01-16T09:00:00.000Z,104.01,6.4701,6.2601,3333.7
2021-01-16T10:00:00.000Z,174,6.77,5.74,5483.6
2021-01-16T11:00:00.000Z,217,7.0699,5.21,6850.9
2021-01-16T12:00:00.000Z,246,6.77,4.6,7760.7
2021-01-16T13:00:00.000Z,209,6.4601,3.98,6261.6
2021-01-16T14:00:00.000Z,144,6.1502,3.37,4184.1
2021-01-16T15:00:00.000Z,34,5.76,3.29,1056.7
2021-01-16T16:00:00.000Z,0,5.3699,3.2199,-0.2014
2021-01-16T17:00:00.000Z,0,4.9802,3.1399,-0.2014
2021-01-16T18:00:00.000Z,0,4.8101,3.3399,-0.2014
2021-01-16T19:00:00.000Z,0,4.6401,3.53,-0.2014
2021-01-16T20:00:00.000Z,0,4.4701,3.72,-0.2014
2021-01-16T21:00:00.000Z,0,4.41,3.49,-0.2014
2021-01-16T22:00:00.000Z,0,4.3498,3.2599,-0.2014
2021-01-16T23:00:00.000Z,0,4.2901,3.02,-0.2014
2021-01-17T00:00:00.000Z,0,4.1301,3.04,-0.2014
2021-01-17T01:00:00.000Z,0,3.9701,3.06,-0.2014
2021-01-17T02:00:00.000Z,0,3.8101,3.08,-0.2014
2021-01-17T03:00:00.000Z,0,3.6898,3.0701,-0.2014
2021-01-17T04:00:00.000Z,0,3.5699,3.0701,-0.2014
2021-01-17T05:00:00.000Z,0,3.4401,3.06,-0.2014
2021-01-17T06:00:00.000Z,0,3.5499,3.39,-0.2014
2021-01-17T07:00:00.000Z,0,3.6602,3.72,-0.2014
2021-01-17T08:00:00.000Z,20.994,3.77,4.0599,710.29
2021-01-17T09:00:00.000Z,126,4.1301,4.19,3985.1
2021-01-17T10:00:00.000Z,210.01,4.4902,4.3201,6591.5
2021-01-17T11:00:00.000Z,261,4.8498,4.4601,8220.5
2021-01-17T12:00:00.000Z,272,4.75,4.7,8558.9
2021-01-17T13:00:00.000Z,232,4.6401,4.9501,6840.2
2021-01-17T14:00:00.000Z,149,4.5399,5.1999,4321.7
2021-01-17T15:00:00.000Z,34,4.25,5.3601,1080
2021-01-17T16:00:00.000Z,0,3.9601,5.5201,-0.2014
2021-01-17T17:00:00.000Z,0,3.6798,5.68,-0.2014
2021-01-17T18:00:00.000Z,0,3.5298,5.88,-0.2014
2021-01-17T19:00:00.000Z,0,3.3799,6.07,-0.2014
2021-01-17T20:00:00.000Z,0,3.24,6.2601,-0.2014
2021-01-17T21:00:00.000Z,0,3.25,5.8901,-0.2014
2021-01-17T22:00:00.000Z,0,3.27,5.5099,-0.2014
