"time","enappsys_radiation_national_history.mean_d-1","enappsys_radiation_national_history.mean_d-3","enappsys_radiation_national_history.mean_d-5","enappsys_radiation_national_history.mean_latest"
"2021-06-30T23:00:00.000Z","15.52","20.04","26.18","4.17"
"2021-07-01T00:00:00.000Z","12.93","16.7","20.94","3.48"
"2021-07-01T01:00:00.000Z","0","0","15.71","0"
"2021-07-01T02:00:00.000Z","0","0","5.23","0"
"2021-07-01T03:00:00.000Z","0","0","0","0"
"2021-07-01T04:00:00.000Z","1.13","1.03","9.35","0.69"
"2021-07-01T05:00:00.000Z","10.54","11.42","28.06","6.18"
"2021-07-01T06:00:00.000Z","28.62","35.88","17.56","13.71"
"2021-07-01T07:00:00.000Z","232.36","272.69","54.17","84.48"
"2021-07-01T08:00:00.000Z","311.35","343.03","127.38","105.39"
"2021-07-01T09:00:00.000Z","390.03","406.28","163.98","139.23"
"2021-07-01T10:00:00.000Z","450.74","466.27","197.53","171.59"
"2021-07-01T11:00:00.000Z","504.97","511.91","264.63","206.09"
"2021-07-01T12:00:00.000Z","547.79","546.74","298.18","235.26"
"2021-07-01T13:00:00.000Z","661.35","708.6","402.88","389.32"
"2021-07-01T14:00:00.000Z","653.81","679.48","612.3","376.55"
"2021-07-01T15:00:00.000Z","639.59","633.26","717","358.94"
"2021-07-01T16:00:00.000Z","608.49","570.06","676.6","333.74"
"2021-07-01T17:00:00.000Z","562.19","503.75","595.8","305.15"
"2021-07-01T18:00:00.000Z","511.29","440.93","555.4","276.43"
"2021-07-01T19:00:00.000Z","127.65","52.49","428.97","66.13"
"2021-07-01T20:00:00.000Z","75.87","30.92","176.12","39.62"
"2021-07-01T21:00:00.000Z","50.58","20.61","49.7","26.41"
"2021-07-01T22:00:00.000Z","37.93","15.46","43.49","19.81"
"2021-07-01T23:00:00.000Z","30.35","12.37","31.06","15.85"
"2021-07-02T00:00:00.000Z","25.29","10.31","24.85","13.2"
"2021-07-02T01:00:00.000Z","0","0","18.64","0"
"2021-07-02T02:00:00.000Z","0","0","6.21","0"
"2021-07-02T03:00:00.000Z","0","0","0","0"
"2021-07-02T04:00:00.000Z","1.53","0.35","10.67","0.71"
"2021-07-02T05:00:00.000Z","14.9","5","32.03","6.33"
"2021-07-02T06:00:00.000Z","44.46","28.72","47.5","19.69"
"2021-07-02T07:00:00.000Z","333.21","185.79","163.27","156.84"
"2021-07-02T08:00:00.000Z","404.69","259.29","394.81","207.01"
"2021-07-02T09:00:00.000Z","470.08","338.87","510.57","256.98"
"2021-07-02T10:00:00.000Z","530.91","414.61","535.15","309.91"
"2021-07-02T11:00:00.000Z","580.82","478.67","584.31","368.49"
"2021-07-02T12:00:00.000Z","615.4","508.68","608.89","427.32"
"2021-07-02T13:00:00.000Z","682.44","500.77","593.05","754.18"
"2021-07-02T14:00:00.000Z","619.78","448.72","561.36","735.99"
"2021-07-02T15:00:00.000Z","552.73","437.02","545.52","700.3"
"2021-07-02T16:00:00.000Z","485.43","388.47","508.21","651.1"
"2021-07-02T17:00:00.000Z","424.11","343.02","433.58","596.63"
"2021-07-02T18:00:00.000Z","368.58","300.8","396.27","539.96"
"2021-07-02T19:00:00.000Z","38.63","30.77","307.21","126.32"
"2021-07-02T20:00:00.000Z","23.36","17.25","129.09","75.17"
"2021-07-02T21:00:00.000Z","15.58","11.5","40.03","50.12"
"2021-07-02T22:00:00.000Z","11.68","8.63","35.03","37.59"
"2021-07-02T23:00:00.000Z","9.35","6.9","25.02","30.07"
"2021-07-03T00:00:00.000Z","7.79","5.75","20.02","25.06"
"2021-07-03T01:00:00.000Z","0","0","15.01","0"
"2021-07-03T02:00:00.000Z","0","0","5.01","0"
"2021-07-03T03:00:00.000Z","0","0","0","0"
"2021-07-03T04:00:00.000Z","0.66","0.9","10.35","1.5"
"2021-07-03T05:00:00.000Z","8.66","7.97","31.05","13.91"
"2021-07-03T06:00:00.000Z","36.04","32.32","38.12","43.66"
"2021-07-03T07:00:00.000Z","239.63","197.53","143.86","311.37"
"2021-07-03T08:00:00.000Z","294.37","204.51","355.35","376.97"
"2021-07-03T09:00:00.000Z","332.19","196.1","461.1","441.71"
"2021-07-03T10:00:00.000Z","360.11","197.08","503.92","492.68"
"2021-07-03T11:00:00.000Z","371.38","223.87","589.57","530.48"
"2021-07-03T12:00:00.000Z","382.7","258.93","632.4","558.3"
"2021-07-03T13:00:00.000Z","372.89","511.49","651.69","598.89"
"2021-07-03T14:00:00.000Z","362.16","551.02","690.29","564.15"
"2021-07-03T15:00:00.000Z","344.46","569.45","709.59","492.87"
"2021-07-03T16:00:00.000Z","319.92","555.67","667.27","430.57"
"2021-07-03T17:00:00.000Z","292.72","523.83","582.62","376.56"
"2021-07-03T18:00:00.000Z","262.86","479.09","540.3","329.46"
"2021-07-03T19:00:00.000Z","69.57","122.35","417.55","39.63"
"2021-07-03T20:00:00.000Z","42.23","71.86","172.03","24.6"
"2021-07-03T21:00:00.000Z","28.15","47.9","49.27","16.4"
"2021-07-03T22:00:00.000Z","21.12","35.93","43.12","12.3"
"2021-07-03T23:00:00.000Z","16.89","28.74","30.8","9.84"
"2021-07-04T00:00:00.000Z","14.08","23.95","24.64","8.2"
"2021-07-04T01:00:00.000Z","0","0","18.48","0"
"2021-07-04T02:00:00.000Z","0","0","6.16","0"
"2021-07-04T03:00:00.000Z","0","0","0","0"
"2021-07-04T04:00:00.000Z","0.95","1.16","11.79","0.73"
"2021-07-04T05:00:00.000Z","7.47","15.23","35.36","9.33"
"2021-07-04T06:00:00.000Z","34.42","46.97","26.83","35.9"
"2021-07-04T07:00:00.000Z","272.01","353.53","82.38","307.82"
"2021-07-04T08:00:00.000Z","340.71","427.74","193.49","391.93"
"2021-07-04T09:00:00.000Z","403.21","501.46","249.04","459.32"
"2021-07-04T10:00:00.000Z","444.93","544.78","274.1","504.54"
"2021-07-04T11:00:00.000Z","457.21","583.55","324.24","522.3"
"2021-07-04T12:00:00.000Z","461.12","619.76","349.3","524.88"
"2021-07-04T13:00:00.000Z","445.03","747.37","347.72","412.81"
"2021-07-04T14:00:00.000Z","450.6","762.71","344.55","356.73"
"2021-07-04T15:00:00.000Z","455.1","740.29","342.97","312.11"
"2021-07-04T16:00:00.000Z","431.33","699.38","321.77","267.83"
"2021-07-04T17:00:00.000Z","411.87","646.01","279.36","241.7"
"2021-07-04T18:00:00.000Z","372.38","584.66","258.16","224.22"
"2021-07-04T19:00:00.000Z","75.11","131.43","198.55","72.39"
"2021-07-04T20:00:00.000Z","43.37","76.97","79.34","44.41"
"2021-07-04T21:00:00.000Z","28.91","51.31","19.74","29.61"
"2021-07-04T22:00:00.000Z","21.68","38.48","17.27","22.2"
"2021-07-04T23:00:00.000Z","17.35","30.79","12.34","17.76"
"2021-07-05T00:00:00.000Z","14.46","25.65","9.87","14.8"
"2021-07-05T01:00:00.000Z","0","0","7.4","0"
"2021-07-05T02:00:00.000Z","0","0","2.47","0"
"2021-07-05T03:00:00.000Z","0","0","0","0"
"2021-07-05T04:00:00.000Z","0.81","1.09","8.91","1.11"
"2021-07-05T05:00:00.000Z","5.53","12.6","26.72","8.85"
"2021-07-05T06:00:00.000Z","13.18","35.74","21.45","23.22"
"2021-07-05T07:00:00.000Z","109.2","282.01","68.5","157.26"
"2021-07-05T08:00:00.000Z","175.56","331.37","162.6","183.75"
"2021-07-05T09:00:00.000Z","263.17","384.52","209.65","234.11"
"2021-07-05T10:00:00.000Z","348.23","419.87","230.83","263.69"
"2021-07-05T11:00:00.000Z","414.33","453.95","273.18","300.36"
"2021-07-05T12:00:00.000Z","461.61","475.07","294.36","319.34"
"2021-07-05T13:00:00.000Z","769.12","548.87","358.54","581.88"
"2021-07-05T14:00:00.000Z","749.07","522.6","486.9","595.17"
"2021-07-05T15:00:00.000Z","722.26","522.97","551.07","565.79"
"2021-07-05T16:00:00.000Z","672.05","501.14","523.9","531.05"
"2021-07-05T17:00:00.000Z","614.31","471.29","469.56","485.7"
"2021-07-05T18:00:00.000Z","554.65","432.1","442.39","439.33"
"2021-07-05T19:00:00.000Z","128.8","119.9","341.59","91.05"
"2021-07-05T20:00:00.000Z","75.7","70.27","139.99","52.93"
"2021-07-05T21:00:00.000Z","50.46","46.85","39.19","35.29"
"2021-07-05T22:00:00.000Z","37.85","35.14","34.29","26.47"
"2021-07-05T23:00:00.000Z","30.28","28.11","24.49","21.17"
"2021-07-06T00:00:00.000Z","25.24","23.43","19.59","17.64"
"2021-07-06T01:00:00.000Z","0","0","14.69","0"
"2021-07-06T02:00:00.000Z","0","0","4.9","0"
"2021-07-06T03:00:00.000Z","0","0","0","0"
"2021-07-06T04:00:00.000Z","1.14","1","10.45","0.66"
"2021-07-06T05:00:00.000Z","15.45","15.19","31.35","7.91"
"2021-07-06T06:00:00.000Z","46.73","29.09","40.7","19.18"
"2021-07-06T07:00:00.000Z","357.47","235.16","146.73","160.91"
"2021-07-06T08:00:00.000Z","430.99","293.27","358.78","245"
"2021-07-06T09:00:00.000Z","498.15","361.76","464.81","357.1"
"2021-07-06T10:00:00.000Z","530.07","427.97","498.41","444.58"
"2021-07-06T11:00:00.000Z","527.12","486.36","565.6","504.13"
"2021-07-06T12:00:00.000Z","542.39","530.82","599.19","557.45"
"2021-07-06T13:00:00.000Z","542.27","727.73","628.64","774.24"
"2021-07-06T14:00:00.000Z","518.71","687.39","687.52","764.01"
"2021-07-06T15:00:00.000Z","510.25","653.16","716.97","716.13"
"2021-07-06T16:00:00.000Z","499.69","610.76","670.78","671.09"
"2021-07-06T17:00:00.000Z","472.57","563.95","578.4","616.11"
"2021-07-06T18:00:00.000Z","433.31","511.86","532.21","558.59"
"2021-07-06T19:00:00.000Z","110.88","120.15","407.73","131.73"
"2021-07-06T20:00:00.000Z","65.72","70.13","158.76","77.21"
"2021-07-06T21:00:00.000Z","43.81","46.76","34.28","51.47"
"2021-07-06T22:00:00.000Z","32.86","35.07","30","38.61"
"2021-07-06T23:00:00.000Z","26.29","28.05","21.43","30.88"
"2021-07-07T00:00:00.000Z","21.91","23.38","17.14","25.74"
"2021-07-07T01:00:00.000Z","0","0","12.86","0"
"2021-07-07T02:00:00.000Z","0","0","4.29","0"
"2021-07-07T03:00:00.000Z","0","0","0","0"
"2021-07-07T04:00:00.000Z","1.08","0.91","2.76","1.14"
"2021-07-07T05:00:00.000Z","14.74","12.93","8.29","15.25"
"2021-07-07T06:00:00.000Z","43.75","31.87","15.09","46.92"
"2021-07-07T07:00:00.000Z","325.19","212.59","65.07","343.17"
"2021-07-07T08:00:00.000Z","398.38","239.69","165.04","415.22"
"2021-07-07T09:00:00.000Z","475.72","267.28","215.02","478.55"
"2021-07-07T10:00:00.000Z","543.58","302.36","256.54","526.01"
"2021-07-07T11:00:00.000Z","599.96","330.69","339.57","554.91"
"2021-07-07T12:00:00.000Z","642.35","357.98","381.09","564.33"
"2021-07-07T13:00:00.000Z","780.23","463.09","450.52","634.75"
"2021-07-07T14:00:00.000Z","697.45","415.38","589.4","655.78"
"2021-07-07T15:00:00.000Z","632.64","360.82","658.83","649.86"
"2021-07-07T16:00:00.000Z","580.04","312.52","626.54","613.51"
"2021-07-07T17:00:00.000Z","534.43","271.83","561.96","563.86"
"2021-07-07T18:00:00.000Z","484.3","237.77","529.67","510.01"
"2021-07-07T19:00:00.000Z","113.89","33.66","409.27","108.3"
"2021-07-07T20:00:00.000Z","66.82","20.68","168.47","64.47"
"2021-07-07T21:00:00.000Z","44.55","13.78","48.07","42.98"
"2021-07-07T22:00:00.000Z","33.42","10.34","42.07","32.24"
"2021-07-07T23:00:00.000Z","26.73","8.27","30.05","25.79"
"2021-07-08T00:00:00.000Z","22.28","6.89","24.04","21.49"
"2021-07-08T01:00:00.000Z","0","0","18.03","0"
"2021-07-08T02:00:00.000Z","0","0","6.01","0"
"2021-07-08T03:00:00.000Z","0","0","0","0"
"2021-07-08T04:00:00.000Z","0.98","0.35","10.96","1.07"
"2021-07-08T05:00:00.000Z","14.91","7.86","32.89","15.46"
"2021-07-08T06:00:00.000Z","44.08","9.95","15.8","43.54"
"2021-07-08T07:00:00.000Z","350.24","84.94","51.59","344.14"
"2021-07-08T08:00:00.000Z","424.1","116.21","123.16","423.81"
"2021-07-08T09:00:00.000Z","493.99","136.03","158.94","491.85"
"2021-07-08T10:00:00.000Z","554.7","160.09","174.36","550.02"
"2021-07-08T11:00:00.000Z","602","189.79","205.2","599.34"
"2021-07-08T12:00:00.000Z","630.88","214.9","220.61","637.75"
"2021-07-08T13:00:00.000Z","762.73","268.44","233.79","819.36"
"2021-07-08T14:00:00.000Z","740.59","270.63","260.13","769.42"
"2021-07-08T15:00:00.000Z","696.69","271.9","273.3","703.95"
"2021-07-08T16:00:00.000Z","648.84","267.29","267.6","638.69"
"2021-07-08T17:00:00.000Z","597.65","255.08","256.19","572.95"
"2021-07-08T18:00:00.000Z","540.61","239.64","250.49","506.87"
"2021-07-08T19:00:00.000Z","123.15","80.49","196.59","82.84"
"2021-07-08T20:00:00.000Z","71.66","47.88","88.8","49.2"
"2021-07-08T21:00:00.000Z","47.77","31.92","34.91","32.8"
"2021-07-08T22:00:00.000Z","35.83","23.94","30.54","24.6"
"2021-07-08T23:00:00.000Z","28.67","19.15","21.82","19.68"
"2021-07-09T00:00:00.000Z","23.89","15.96","17.45","16.4"
"2021-07-09T01:00:00.000Z","0","0","13.09","0"
"2021-07-09T02:00:00.000Z","0","0","4.36","0"
"2021-07-09T03:00:00.000Z","0","0","0","0"
"2021-07-09T04:00:00.000Z","0.92","0.54","7.85","0.98"
"2021-07-09T05:00:00.000Z","11.93","7.1","23.56","13.97"
"2021-07-09T06:00:00.000Z","28.92","26.16","5","42.35"
"2021-07-09T07:00:00.000Z","220.91","229.61","15.89","332.77"
"2021-07-09T08:00:00.000Z","279.41","301.59","37.68","401.58"
"2021-07-09T09:00:00.000Z","339.24","361.14","48.57","470.08"
"2021-07-09T10:00:00.000Z","369.2","401.49","60.07","533.08"
"2021-07-09T11:00:00.000Z","391.33","427.43","83.07","587.33"
"2021-07-09T12:00:00.000Z","414.41","444.5","94.57","627.6"
"2021-07-09T13:00:00.000Z","621.39","504.55","117.28","792.6"
"2021-07-09T14:00:00.000Z","593.9","467.42","162.68","759"
"2021-07-09T15:00:00.000Z","531.7","423.58","185.39","719.73"
"2021-07-09T16:00:00.000Z","456.87","378.71","178.35","676.47"
"2021-07-09T17:00:00.000Z","393.15","338.76","164.28","623.12"
"2021-07-09T18:00:00.000Z","337.11","305.05","157.25","562.6"
"2021-07-09T19:00:00.000Z","25.32","53.06","122.81","121.71"
"2021-07-09T20:00:00.000Z","14.58","31.56","53.94","70.78"
"2021-07-09T21:00:00.000Z","9.72","21.04","19.51","47.19"
"2021-07-09T22:00:00.000Z","7.29","15.78","17.07","35.39"
"2021-07-09T23:00:00.000Z","5.83","12.62","12.19","28.31"
"2021-07-10T00:00:00.000Z","4.86","10.52","9.75","23.59"
"2021-07-10T01:00:00.000Z","0","0","7.32","0"
"2021-07-10T02:00:00.000Z","0","0","2.44","0"
"2021-07-10T03:00:00.000Z","0","0","0","0"
"2021-07-10T04:00:00.000Z","0.51","0.07","8.1","0.91"
"2021-07-10T05:00:00.000Z","7.44","1.38","24.3","11.79"
"2021-07-10T06:00:00.000Z","19.82","18.67","11.76","36.3"
"2021-07-10T07:00:00.000Z","168.92","121.85","49.69","260.57"
"2021-07-10T08:00:00.000Z","212.16","147.68","125.53","316.48"
"2021-07-10T09:00:00.000Z","272.49","165.91","163.46","352.49"
"2021-07-10T10:00:00.000Z","324.76","162.36","186.16","374.11"
"2021-07-10T11:00:00.000Z","365.51","161.35","231.58","402.54"
"2021-07-10T12:00:00.000Z","382.54","168.96","254.28","427.34"
"2021-07-10T13:00:00.000Z","490.59","201.45","287.89","536.08"
"2021-07-10T14:00:00.000Z","515.82","211.42","355.09","504.13"
"2021-07-10T15:00:00.000Z","530.48","185.11","388.69","458.23"
"2021-07-10T16:00:00.000Z","500.96","158.5","370.29","411.56"
"2021-07-10T17:00:00.000Z","464.32","141.24","333.48","368.17"
"2021-07-10T18:00:00.000Z","422.13","128.75","315.08","324.51"
"2021-07-10T19:00:00.000Z","92.11","30.84","244.57","43.52"
"2021-07-10T20:00:00.000Z","54.14","18.49","103.55","26.33"
"2021-07-10T21:00:00.000Z","36.09","12.33","33.04","17.55"
"2021-07-10T22:00:00.000Z","27.07","9.25","28.91","13.16"
"2021-07-10T23:00:00.000Z","21.66","7.4","20.65","10.53"
"2021-07-11T00:00:00.000Z","18.05","6.16","16.52","8.78"
"2021-07-11T01:00:00.000Z","0","0","12.39","0"
"2021-07-11T02:00:00.000Z","0","0","4.13","0"
"2021-07-11T03:00:00.000Z","0","0","0","0"
"2021-07-11T04:00:00.000Z","0.66","0.2","10.77","0.39"
"2021-07-11T05:00:00.000Z","10.23","3.36","32.31","8.28"
"2021-07-11T06:00:00.000Z","33.59","19.63","38.86","27.44"
"2021-07-11T07:00:00.000Z","266.11","159.83","149.31","203.55"
"2021-07-11T08:00:00.000Z","336.94","195.51","370.21","224.36"
"2021-07-11T09:00:00.000Z","397.8","227.31","480.66","269.29"
"2021-07-11T10:00:00.000Z","439.63","257.85","520.45","321.33"
"2021-07-11T11:00:00.000Z","460.98","286.91","600.02","368.89"
"2021-07-11T12:00:00.000Z","472.87","312.12","639.81","409.57"
"2021-07-11T13:00:00.000Z","422.91","504.26","674.35","658.32"
"2021-07-11T14:00:00.000Z","389.48","531.18","743.42","622.72"
"2021-07-11T15:00:00.000Z","341.12","527.91","777.96","587.06"
"2021-07-11T16:00:00.000Z","291.04","510.04","733.15","542.43"
"2021-07-11T17:00:00.000Z","249.31","481.58","643.52","491.43"
"2021-07-11T18:00:00.000Z","218.36","440.91","598.71","441.74"
"2021-07-11T19:00:00.000Z","22.39","105.99","459.76","87.12"
"2021-07-11T20:00:00.000Z","13.15","60.77","181.86","51.33"
"2021-07-11T21:00:00.000Z","8.77","40.51","42.91","34.22"
"2021-07-11T22:00:00.000Z","6.58","30.39","37.54","25.66"
"2021-07-11T23:00:00.000Z","5.26","24.31","26.82","20.53"
"2021-07-12T00:00:00.000Z","4.39","20.26","21.45","17.11"
"2021-07-12T01:00:00.000Z","0","0","16.09","0"
"2021-07-12T02:00:00.000Z","0","0","5.36","0"
"2021-07-12T03:00:00.000Z","0","0","0","0"
"2021-07-12T04:00:00.000Z","0.27","0.48","6.2","0.65"
"2021-07-12T05:00:00.000Z","4.56","10.46","18.61","9.44"
"2021-07-12T06:00:00.000Z","18.52","12.21","36.42","29.88"
"2021-07-12T07:00:00.000Z","135.45","115.07","145.81","271.53"
"2021-07-12T08:00:00.000Z","162.85","158.89","364.59","340.23"
"2021-07-12T09:00:00.000Z","177.38","198.79","473.98","392.6"
"2021-07-12T10:00:00.000Z","180.53","236.37","515.56","436.87"
"2021-07-12T11:00:00.000Z","171.7","274.87","598.71","470.75"
"2021-07-12T12:00:00.000Z","160.13","300.33","640.29","491.68"
"2021-07-12T13:00:00.000Z","72.08","429.11","673.1","605.94"
"2021-07-12T14:00:00.000Z","70.79","406.99","738.73","531.57"
"2021-07-12T15:00:00.000Z","69.66","385.03","771.54","462.45"
"2021-07-12T16:00:00.000Z","62.81","355.77","726.72","392.8"
"2021-07-12T17:00:00.000Z","56.56","327.33","637.08","338.02"
"2021-07-12T18:00:00.000Z","51.26","292.84","592.26","292.51"
"2021-07-12T19:00:00.000Z","11.31","49.02","455.13","36.15"
"2021-07-12T20:00:00.000Z","6.41","28.37","180.87","20.99"
"2021-07-12T21:00:00.000Z","4.28","18.91","43.74","13.99"
"2021-07-12T22:00:00.000Z","3.21","14.19","38.27","10.5"
"2021-07-12T23:00:00.000Z","2.56","11.35","27.34","8.4"
"2021-07-13T00:00:00.000Z","2.14","9.45","21.87","7"
"2021-07-13T01:00:00.000Z","0","0","16.4","0"
"2021-07-13T02:00:00.000Z","0","0","5.47","0"
"2021-07-13T03:00:00.000Z","0","0","0","0"
"2021-07-13T04:00:00.000Z","0.26","0.32","10.36","0.5"
"2021-07-13T05:00:00.000Z","4.62","7.87","31.07","6.43"
"2021-07-13T06:00:00.000Z","17.89","28.46","39.41","17.98"
"2021-07-13T07:00:00.000Z","125.96","210.24","143.65","123.82"
"2021-07-13T08:00:00.000Z","149.84","270.92","352.13","151.72"
"2021-07-13T09:00:00.000Z","187.04","336.81","456.37","167.31"
"2021-07-13T10:00:00.000Z","228.89","405.96","499.64","181.43"
"2021-07-13T11:00:00.000Z","259","463.03","586.19","189.54"
"2021-07-13T12:00:00.000Z","285.56","501.52","629.46","193.35"
"2021-07-13T13:00:00.000Z","460.1","721.38","665.44","245.53"
"2021-07-13T14:00:00.000Z","427.72","698.41","737.4","231.34"
"2021-07-13T15:00:00.000Z","392.05","676.9","773.38","212.79"
"2021-07-13T16:00:00.000Z","366.92","636.79","728.28","193.24"
"2021-07-13T17:00:00.000Z","335.77","583.74","638.08","171.93"
"2021-07-13T18:00:00.000Z","301.85","525.82","592.99","151.99"
"2021-07-13T19:00:00.000Z","35.85","103.39","455.38","22.24"
"2021-07-13T20:00:00.000Z","22.16","58.1","180.16","13.53"
"2021-07-13T21:00:00.000Z","14.77","38.74","42.56","9.02"
"2021-07-13T22:00:00.000Z","11.08","29.05","37.24","6.76"
"2021-07-13T23:00:00.000Z","8.87","23.24","26.6","5.41"
"2021-07-14T00:00:00.000Z","7.39","19.37","21.28","4.51"
"2021-07-14T01:00:00.000Z","0","0","15.96","0"
"2021-07-14T02:00:00.000Z","0","0","5.32","0"
"2021-07-14T03:00:00.000Z","0","0","0","0"
"2021-07-14T04:00:00.000Z","0.12","0.36","9.99","0.36"
"2021-07-14T05:00:00.000Z","3.39","9.31","29.97","6.44"
"2021-07-14T06:00:00.000Z","17.53","27.72","39.86","20.61"
"2021-07-14T07:00:00.000Z","155.97","257.69","143.24","159.39"
"2021-07-14T08:00:00.000Z","198.33","350.83","349.99","164.89"
"2021-07-14T09:00:00.000Z","240.41","432.48","453.37","178.18"
"2021-07-14T10:00:00.000Z","258.4","507.99","479.78","202.19"
"2021-07-14T11:00:00.000Z","255.53","570.82","532.6","226.18"
"2021-07-14T12:00:00.000Z","253.49","618.15","559.01","241.83"
"2021-07-14T13:00:00.000Z","323.81","842.17","573.81","408.62"
"2021-07-14T14:00:00.000Z","326.67","813.75","603.41","421.73"
"2021-07-14T15:00:00.000Z","317.22","772.48","618.2","420.72"
"2021-07-14T16:00:00.000Z","306.42","720.28","589.29","402.23"
"2021-07-14T17:00:00.000Z","283.14","659.6","531.46","369.87"
"2021-07-14T18:00:00.000Z","259.65","593.33","502.55","333.96"
"2021-07-14T19:00:00.000Z","68.45","116.47","386.63","55.25"
"2021-07-14T20:00:00.000Z","39.61","65.84","154.78","31.65"
"2021-07-14T21:00:00.000Z","26.4","43.89","38.86","21.1"
"2021-07-14T22:00:00.000Z","19.8","32.92","34","15.82"
"2021-07-14T23:00:00.000Z","15.84","26.34","24.28","12.66"
"2021-07-15T00:00:00.000Z","13.2","21.95","19.43","10.55"
"2021-07-15T01:00:00.000Z","0","0","14.57","0"
"2021-07-15T02:00:00.000Z","0","0","4.86","0"
"2021-07-15T03:00:00.000Z","0","0","0","0"
"2021-07-15T04:00:00.000Z","0.39","0.34","3.11","0.16"
"2021-07-15T05:00:00.000Z","9.64","11.45","9.31","4.63"
"2021-07-15T06:00:00.000Z","42.82","40.59","18.94","22.19"
"2021-07-15T07:00:00.000Z","349.53","339.29","68.86","164.27"
"2021-07-15T08:00:00.000Z","426.64","415.92","168.69","191.97"
"2021-07-15T09:00:00.000Z","497","487.45","218.61","223.97"
"2021-07-15T10:00:00.000Z","554.25","547.54","252.04","249.61"
"2021-07-15T11:00:00.000Z","601.35","595.01","318.89","274.76"
"2021-07-15T12:00:00.000Z","636.86","631.44","352.31","302"
"2021-07-15T13:00:00.000Z","803.78","803.05","394.02","438.03"
"2021-07-15T14:00:00.000Z","783.32","775.58","477.43","419.93"
"2021-07-15T15:00:00.000Z","746.77","738.38","519.13","404.84"
"2021-07-15T16:00:00.000Z","699","692.06","487.51","380.37"
"2021-07-15T17:00:00.000Z","641.94","635.82","424.27","352.92"
"2021-07-15T18:00:00.000Z","577.67","572.27","392.65","321.5"
"2021-07-15T19:00:00.000Z","109.14","112.04","302.36","66.77"
"2021-07-15T20:00:00.000Z","61.57","62.95","121.77","37.96"
"2021-07-15T21:00:00.000Z","41.04","41.97","31.48","25.31"
"2021-07-15T22:00:00.000Z","30.78","31.48","27.54","18.98"
"2021-07-15T23:00:00.000Z","24.63","25.18","19.67","15.18"
"2021-07-16T00:00:00.000Z","20.52","20.98","15.74","12.65"
"2021-07-16T01:00:00.000Z","0","0","11.8","0"
"2021-07-16T02:00:00.000Z","0","0","3.93","0"
"2021-07-16T03:00:00.000Z","0","0","0","0"
"2021-07-16T04:00:00.000Z","0.37","0.19","9.74","0.39"
"2021-07-16T05:00:00.000Z","10.95","7.96","29.23","9.73"
"2021-07-16T06:00:00.000Z","41.54","27.94","35.07","26.83"
"2021-07-16T07:00:00.000Z","343.77","219.21","128.09","299.04"
"2021-07-16T08:00:00.000Z","420.87","253.94","314.13","384.14"
"2021-07-16T09:00:00.000Z","492.96","291.18","407.15","460.42"
"2021-07-16T10:00:00.000Z","557.07","323.29","419.57","526.33"
"2021-07-16T11:00:00.000Z","610.71","356.84","444.43","582.77"
"2021-07-16T12:00:00.000Z","652.04","384.93","456.85","624.47"
"2021-07-16T13:00:00.000Z","847.3","518.21","475.05","790.78"
"2021-07-16T14:00:00.000Z","819.68","531.4","511.45","772.1"
"2021-07-16T15:00:00.000Z","778.62","516.5","529.65","741.38"
"2021-07-16T16:00:00.000Z","726.04","489.47","506.06","695.75"
"2021-07-16T17:00:00.000Z","664.6","449.36","458.86","638.94"
"2021-07-16T18:00:00.000Z","597.52","406.12","435.26","575.93"
"2021-07-16T19:00:00.000Z","115.84","81.99","335.48","116.12"
"2021-07-16T20:00:00.000Z","65.43","46.48","135.92","65.92"
"2021-07-16T21:00:00.000Z","43.62","30.99","36.14","43.95"
"2021-07-16T22:00:00.000Z","32.72","23.24","31.62","32.96"
"2021-07-16T23:00:00.000Z","26.17","18.59","22.59","26.37"
"2021-07-17T00:00:00.000Z","21.81","15.49","18.07","21.97"
"2021-07-17T01:00:00.000Z","0","0","13.55","0"
"2021-07-17T02:00:00.000Z","0","0","4.52","0"
"2021-07-17T03:00:00.000Z","0","0","0","0"
"2021-07-17T04:00:00.000Z","0.34","0.23","8.66","0.41"
"2021-07-17T05:00:00.000Z","11.41","9.89","25.98","11.98"
"2021-07-17T06:00:00.000Z","40.82","30.78","37.44","41.48"
"2021-07-17T07:00:00.000Z","339.56","278.88","147.81","344.11"
"2021-07-17T08:00:00.000Z","415.65","350.24","368.55","421.87"
"2021-07-17T09:00:00.000Z","486.61","418.34","478.91","494.14"
"2021-07-17T10:00:00.000Z","549.49","487.99","512.37","558.23"
"2021-07-17T11:00:00.000Z","599.16","544.01","579.28","611.87"
"2021-07-17T12:00:00.000Z","633.89","587.82","612.74","653.22"
"2021-07-17T13:00:00.000Z","807.85","833.93","625.27","848.83"
"2021-07-17T14:00:00.000Z","784.89","812.32","650.33","821.17"
"2021-07-17T15:00:00.000Z","751.6","768.25","662.87","780.21"
"2021-07-17T16:00:00.000Z","703.5","710.94","621.11","728.01"
"2021-07-17T17:00:00.000Z","642.22","651","537.58","666.87"
"2021-07-17T18:00:00.000Z","576.69","585.47","495.82","599.89"
"2021-07-17T19:00:00.000Z","111.93","107.97","379.15","117.48"
"2021-07-17T20:00:00.000Z","62.92","59.99","145.81","66.39"
"2021-07-17T21:00:00.000Z","41.95","40","29.15","44.26"
"2021-07-17T22:00:00.000Z","31.46","30","25.5","33.2"
